estimator,N,dgp,beta_direct,truth,n_reps_ok,power
DML_cfpca,500,scm0,0.0,0.0,500,0.172
DML_cfpca,500,scm1_0.01,0.41477688331464324,0.07876034558409974,500,0.992
DML_cfpca,500,scm1_0.05,0.9467936592378984,0.16299450796228832,500,1.0
DML_cfpca,500,scm1_0.10,1.3756592936676948,0.23159062803110952,500,1.0
DML_cfpca,2000,scm0,0.0,0.0,500,0.29
DML_cfpca,2000,scm1_0.01,0.41477688331464324,0.07876034558409974,500,1.0
DML_cfpca,2000,scm1_0.05,0.9467936592378984,0.16299450796228832,500,1.0
DML_cfpca,2000,scm1_0.10,1.3756592936676948,0.23159062803110952,500,1.0
