cell,estimator,N,dgp,beta_direct,rep_seed,theta,se,ci_low,ci_high
DML_cfpca|N=500|scm0,DML_cfpca,500,scm0,0.0,1562001621,0.029532210281683523,0.016603467702946472,-0.003010586416091563,0.06207500697945861
DML_cfpca|N=500|scm0,DML_cfpca,500,scm0,0.0,1670553253,0.013909689898275707,0.014481504636564602,-0.014474059189390914,0.04229343898594233
DML_cfpca|N=500|scm0,DML_cfpca,500,scm0,0.0,173207441,0.033632853518279784,0.016013370977815515,0.002246646401761372,0.0650190606347982
DML_cfpca|N=500|scm0,DML_cfpca,500,scm0,0.0,118342317,0.0042933023808482155,0.016020130726106106,-0.027106153842319753,0.03569275860401618
DML_cfpca|N=500|scm0,DML_cfpca,500,scm0,0.0,844513893,0.0008170560600107931,0.013242310856091255,-0.02513787321792807,0.026771985337949653
DML_cfpca|N=500|scm0,DML_cfpca,500,scm0,0.0,138027235,0.011783189406737596,0.015529573539304219,-0.018654774730298675,0.042221153543773864
DML_cfpca|N=500|scm0,DML_cfpca,500,scm0,0.0,575823379,0.00684341331113843,0.01605859613777353,-0.024631435118897687,0.038318261741174545
DML_cfpca|N=500|scm0,DML_cfpca,500,scm0,0.0,1513729301,0.006402706454182191,0.016922848079719346,-0.026766075782067723,0.03957148869043211
DML_cfpca|N=500|scm0,DML_cfpca,500,scm0,0.0,1243976772,-0.011957399071728493,0.01605173645458928,-0.04341880252272348,0.0195040043792665
DML_cfpca|N=500|scm0,DML_cfpca,500,scm0,0.0,1462186296,-0.0027724122597282764,0.015219679942223873,-0.03260298494648707,0.027058160427030516
DML_cfpca|N=500|scm0,DML_cfpca,500,scm0,0.0,1885395778,-0.016947723223617716,0.014901454566103072,-0.04615457417317974,0.012259127725944306
DML_cfpca|N=500|scm0,DML_cfpca,500,scm0,0.0,382779111,0.03229209710431736,0.016147792391551306,0.0006424240168768011,0.06394177019175792
DML_cfpca|N=500|scm0,DML_cfpca,500,scm0,0.0,818358625,0.0018092187668489587,0.016100695194782817,-0.029748143814925364,0.03336658134862328
DML_cfpca|N=500|scm0,DML_cfpca,500,scm0,0.0,63639088,-0.013719321467082667,0.015016740800512159,-0.043152133436086496,0.015713490501921164
DML_cfpca|N=500|scm0,DML_cfpca,500,scm0,0.0,1902629588,0.01644321876529024,0.01575204296383958,-0.014430785443835335,0.04731722297441582
DML_cfpca|N=500|scm0,DML_cfpca,500,scm0,0.0,142666502,0.02627443343028553,0.016874600363295727,-0.006799783281774094,0.05934865014234515
DML_cfpca|N=500|scm0,DML_cfpca,500,scm0,0.0,940727775,0.015967399220690567,0.015500345303607143,-0.014413277574379435,0.04634807601576057
DML_cfpca|N=500|scm0,DML_cfpca,500,scm0,0.0,1103183273,0.005667436147980137,0.01641106294310141,-0.026498247220498625,0.0378331195164589
DML_cfpca|N=500|scm0,DML_cfpca,500,scm0,0.0,1089976893,0.03789414242419461,0.017248574978087558,0.004086935467142998,0.07170134938124623
DML_cfpca|N=500|scm0,DML_cfpca,500,scm0,0.0,825896581,0.02732849763678291,0.013795110344860674,0.000290081360855992,0.05436691391270983
DML_cfpca|N=500|scm0,DML_cfpca,500,scm0,0.0,1553719703,0.027759061932812253,0.016146913480693175,-0.003888888489346369,0.059407012354970874
DML_cfpca|N=500|scm0,DML_cfpca,500,scm0,0.0,1664528523,0.04800122558032203,0.015484938353165405,0.017650746408117833,0.07835170475252623
DML_cfpca|N=500|scm0,DML_cfpca,500,scm0,0.0,47015356,0.010560116085991502,0.01644936635679408,-0.0216806419733249,0.0428008741453079
