spike_strength,n_reps_ok,cov_classical,mean_se_classical,cov_hc1,mean_se_hc1,cov_swm_v_off_only,mean_se_swm_v_off_only,cov_swm_fix,mean_se_swm_fix,cov_swm_sweep,mean_se_swm_sweep,cov_conley_lehner,mean_se_conley_lehner,cov_fixed_b,mean_se_fixed_b,cov_bch_cluster,mean_se_bch_cluster,cov_self_normalized,mean_se_self_normalized,cov_wcb,mean_se_wcb,cov_block_boot,mean_se_block_boot,mean_v_off,mean_v_between,mean_ratio_v_off_to_total,mean_cov_bin_0,mean_cov_bin_1,mean_cov_bin_2,mean_cov_bin_3,mean_cov_bin_4,mean_cov_bin_5,mean_resid_corr_within_fold,mean_resid_corr_across_fold,mean_cross_fold_mean_sd,mean_cross_fold_mean_max_abs,bias_theta,sd_theta,rho
0.5,200,0.445,0.06387720963289946,0.43,0.06938818301794092,0.51,0.08193358187019648,0.5,0.08019011255103345,0.525,0.08561380101825466,0.475,0.07619487112067946,0.48,0.07831573785860549,0.555,0.06585947077557666,0.66,0.09989842779918036,0.32,0.058882082274763166,0.48,0.09125508823813973,0.0024824878560912225,0.005737968222884447,0.2924674668571769,-0.0068677177064031805,-0.0007697445323652566,-0.00016953994941660424,-0.00017813586130824112,-0.00027395766418152154,-0.0004841915014085078,-0.00041430668510112847,-0.0007233694666200324,0.057075783912564945,0.08419749642657166,-0.10596141352514127,0.1988880076355825,0.15
1.375,200,0.435,0.06472594798375242,0.41,0.06493619969139713,0.51,0.07803832508303277,0.495,0.07523889324814602,0.515,0.0808871888163619,0.46,0.07227908471488381,0.435,0.07242824793243482,0.525,0.060226981418821365,0.73,0.10436709114871517,0.315,0.05361848427300634,0.52,0.08903254661357836,0.002418652606855636,0.00471021406509963,0.302526024626507,-0.00679115286799716,-0.001172973104610438,-2.7439016731015366e-05,-0.0002937772354143794,-0.00028786931449143057,-0.00040923051889751123,-0.0006052260286824103,-0.0006843833674627226,0.05494691562554903,0.07883475241060141,-0.09319913318333643,0.1997123594313321,0.15
2.25,200,0.425,0.06496399014438099,0.435,0.06608837968629698,0.475,0.0787052761029822,0.465,0.0771844198078298,0.495,0.08236024668594488,0.45,0.07332019665163386,0.45,0.07461098242296677,0.55,0.06251839127133157,0.76,0.10224399989170375,0.3,0.05536735188215593,0.585,0.08764245674277879,0.002431725184295031,0.004945555898850595,0.29894162372142297,-0.006827027741612225,-0.001093223053122466,-0.00025809137169083036,-0.0002561041986801232,-0.0002565569137681266,-0.0003788608810972319,-0.00045105677160607247,-0.0007153311760838113,0.056411618537694254,0.0816805388975429,-0.10244303597901268,0.18105638380569286,0.15
3.125,200,0.425,0.06416895754647461,0.425,0.069311728769791,0.51,0.08154533434893281,0.49,0.08060535435475341,0.52,0.08625091195110135,0.475,0.07614101605621919,0.475,0.07810281494648869,0.54,0.06657333851043712,0.7,0.10085492128150612,0.335,0.05922785301979091,0.51,0.0908328140184683,0.002481789482507474,0.005721702404956939,0.2508661698427763,-0.006933293885058531,-0.0011119270656153111,-3.305872289194846e-05,-0.00038494540512597696,-0.0003631176305224536,-0.00026003161722584897,-0.0006021805403458197,-0.0006865856935313433,0.05463196066092268,0.07857310158236937,-0.11164920896937564,0.1908778191854174,0.15
4.0,200,0.42,0.06327000713731701,0.41,0.06542260406553296,0.48,0.07799197506846559,0.48,0.07599329305825654,0.495,0.08154810235164003,0.46,0.07237452477014382,0.465,0.07464097636736358,0.515,0.061723266430219456,0.705,0.10000996437504525,0.335,0.055140670440992426,0.545,0.08730246633713114,0.0024550612725018567,0.005084055253862856,0.15905000889848034,-0.006607505778274463,-0.001225920787086984,-8.914772751083995e-05,-0.0003750563270281311,-0.00020366208452004194,-0.0004209103610486074,-0.0006640279437394005,-0.00066330434956312,0.054428364892383334,0.07832775711776963,-0.08222779878782976,0.2017927518098156,0.15
