city,n,proxy,pct_missing,theta_base,se_base,ci_low_base,ci_high_base,excludes_zero_base,theta_proxy,se_proxy,ci_low_proxy,ci_high_proxy,excludes_zero_proxy,pct_attenuation,proxy_partial_r2_with_T,proxy_partial_r2_with_Y
boston,2610,assessor_condition_grade_ordinal_1to8,0.421455938697318,-0.07323101621757071,0.022014072918314347,-0.11637859913746683,-0.030083433297674586,True,-0.061426088098647295,0.022121260545449054,-0.10478375876772744,-0.01806841742956715,True,16.12012058367557,0.005331507489023621,0.0251916017409045
sf,986,log_assessed_improvement_value_prop13,0.5070993914807302,-0.10565938237063881,0.025299479919995566,-0.1552463630138301,-0.0560724017274475,True,-0.08277596957479369,0.025241127482444142,-0.1322485794403842,-0.03330335970920317,True,21.65771962926416,0.017218223982507427,0.05881727036128075
nyc,15255,log_assessed_improvement_value_dof,1.1012782694198624,0.016261853816135298,0.007413834947055903,0.0017307373199057282,0.030792970312364866,True,0.016604883586647516,0.007387673366413953,0.002125043788476168,0.031084723384818866,True,-2.109413689181361,0.0006926694463091018,0.006116619935479947
