spike_strength,n_reps_ok,bias_pc1_vs_tau,bias_pc1_vs_zero,sd_pc1,rmse_pc1_vs_tau,bias_rs_vs_tau,sd_rs,rmse_rs,cov_classical,mean_ci_len_classical,cov_hc1,mean_ci_len_hc1,cov_hac_swm,mean_ci_len_hac_swm,cov_iid_boot,mean_ci_len_iid_boot,mean_sin_theta_pc1,mean_sin_theta_vperp,mean_btw_within
0.5,5,-0.13325792257611746,-0.03325792257611747,0.16517288676549213,0.1989556230601673,-0.10515964708560972,0.3014841746971999,0.2894351696830421,0.4,0.24272911407132813,0.4,0.21197088879560072,0.6,0.27110869775852076,,,0.9995428610354236,0.9989042907780196,0.4159585745721445
2.25,5,5.040515057684413,5.1405150576844125,0.8290592175873519,5.094768237688202,-0.05429609682570512,0.1982548782568479,0.1854509733935533,0.4,0.26393353335455016,0.2,0.2628441597326925,0.6,0.32573175850916647,,,0.6268237956540059,0.9988669422501364,0.397614243165284
4.0,5,-0.693927327294794,-0.593927327294794,4.340956247504701,3.944192699370376,-0.026679532616214252,0.16169429592312387,0.1470640463467514,0.4,0.2422615924233707,0.4,0.20917740193587403,0.4,0.24444577320359712,,,0.3828290852475928,0.9999366210651782,0.39071477839209034
