n,theta_true,estimator,n_reps,bias,rmse,avg_se,sd_theta_hat,coverage_95,mean_ci_width
500,0.0,dml_if,200,0.05616036313526233,0.1587603400062223,0.13849800132504625,0.14886795326379526,0.855,0.5429121651941814
500,0.0,dml_mult_boot,200,0.05616036313526233,0.1587603400062223,0.13846345863946094,0.14886795326379526,0.855,0.5299527368486959
500,0.0,dml_pairs_boot,200,0.05616036313526233,0.1587603400062223,0.1731128038181944,0.14886795326379526,0.845,0.6174559924110717
500,0.5,dml_if,200,0.039629851240257946,0.18366184071612596,0.14567278846694423,0.179785317609784,0.84,0.5710373307904214
500,0.5,dml_mult_boot,200,0.039629851240257946,0.18366184071612596,0.14517392190272785,0.179785317609784,0.835,0.5468346318665113
500,0.5,dml_pairs_boot,200,0.039629851240257946,0.18366184071612596,0.17775491079104952,0.179785317609784,0.79,0.644776610505716
1000,0.0,dml_if,200,0.06405269754530243,0.10236972411280502,0.08487822051528716,0.08005533483334021,0.9,0.33272262441992567
1000,0.0,dml_mult_boot,200,0.06405269754530243,0.10236972411280502,0.08517227885445129,0.08005533483334021,0.9,0.32978204549860207
1000,0.0,dml_pairs_boot,200,0.06405269754530243,0.10236972411280502,0.08311896541114303,0.08005533483334021,0.83,0.30295826700083905
1000,0.5,dml_if,200,0.06115819778657018,0.10355554778339951,0.08354439915526145,0.08377660123681709,0.855,0.3274940446886248
1000,0.5,dml_mult_boot,200,0.06115819778657018,0.10355554778339951,0.08340525398877925,0.08377660123681709,0.865,0.32331179199161036
1000,0.5,dml_pairs_boot,200,0.06115819778657018,0.10355554778339951,0.08287872485010589,0.08377660123681709,0.82,0.30127441114855275
2000,0.0,dml_if,200,0.06787982697903844,0.08907181181781636,0.055321615856271975,0.057817219790698364,0.745,0.21686073415658613
2000,0.0,dml_mult_boot,200,0.06787982697903844,0.08907181181781636,0.055337753867574155,0.057817219790698364,0.74,0.21559854808454249
2000,0.0,dml_pairs_boot,200,0.06787982697903844,0.08907181181781636,0.05471232279469741,0.057817219790698364,0.69,0.19929182863375744
2000,0.5,dml_if,200,0.06508134401517342,0.08529183112034117,0.05567187493538496,0.055266509318944286,0.79,0.21823374974670906
2000,0.5,dml_mult_boot,200,0.06508134401517342,0.08529183112034117,0.05578743882761324,0.055266509318944286,0.785,0.2175642868178981
2000,0.5,dml_pairs_boot,200,0.06508134401517342,0.08529183112034117,0.054457532023163155,0.055266509318944286,0.725,0.19888173499651074
